svtype	szbin	count	reference	merge
DUP	[200,300)	0	hg19	exact
DUP	[300,400)	0	hg19	exact
DUP	[400,600)	0	hg19	exact
DUP	[600,800)	0	hg19	exact
DUP	[800,1k)	0	hg19	exact
DUP	[1k,2.5k)	0	hg19	exact
DUP	[2.5k,5k)	0	hg19	exact
DUP	>=5k	0	hg19	exact
INV	[0,50)	0	hg19	exact
INV	[50,100)	0	hg19	exact
INV	[100,200)	0	hg19	exact
INV	[200,300)	0	hg19	exact
INV	[300,400)	0	hg19	exact
INV	[400,600)	0	hg19	exact
INV	[600,800)	0	hg19	exact
INV	[800,1k)	0	hg19	exact
INV	[1k,2.5k)	0	hg19	exact
INV	[2.5k,5k)	0	hg19	exact
INV	>=5k	0	hg19	exact
NON	[0,50)	0	hg19	exact
NON	[50,100)	0	hg19	exact
NON	[100,200)	0	hg19	exact
NON	[200,300)	0	hg19	exact
NON	[300,400)	0	hg19	exact
NON	[400,600)	0	hg19	exact
NON	[600,800)	0	hg19	exact
NON	[800,1k)	0	hg19	exact
NON	[1k,2.5k)	0	hg19	exact
NON	[2.5k,5k)	0	hg19	exact
NON	>=5k	0	hg19	exact
UNK	[0,50)	0	hg19	exact
UNK	[50,100)	0	hg19	exact
UNK	[100,200)	0	hg19	exact
UNK	[200,300)	0	hg19	exact
UNK	[300,400)	0	hg19	exact
UNK	[400,600)	0	hg19	exact
UNK	[600,800)	0	hg19	exact
UNK	[800,1k)	0	hg19	exact
UNK	[1k,2.5k)	0	hg19	exact
UNK	[2.5k,5k)	0	hg19	exact
UNK	>=5k	0	hg19	exact
DEL	[0,50)	0	hg19	jasmine
DEL	[50,100)	20727	hg19	jasmine
DEL	[100,200)	10765	hg19	jasmine
DEL	[200,300)	4282	hg19	jasmine
DEL	[300,400)	4399	hg19	jasmine
DEL	[400,600)	2299	hg19	jasmine
DEL	[600,800)	1171	hg19	jasmine
DEL	[800,1k)	679	hg19	jasmine
DEL	[1k,2.5k)	2184	hg19	jasmine
DEL	[2.5k,5k)	1123	hg19	jasmine
DEL	>=5k	971	hg19	jasmine
INS	[0,50)	0	hg19	jasmine
INS	[50,100)	26874	hg19	jasmine
INS	[100,200)	15887	hg19	jasmine
INS	[200,300)	7648	hg19	jasmine
INS	[300,400)	11223	hg19	jasmine
INS	[400,600)	5409	hg19	jasmine
INS	[600,800)	2436	hg19	jasmine
INS	[800,1k)	1628	hg19	jasmine
INS	[1k,2.5k)	3795	hg19	jasmine
INS	[2.5k,5k)	1494	hg19	jasmine
INS	>=5k	847	hg19	jasmine
DUP	[0,50)	0	hg19	jasmine
DUP	[50,100)	0	hg19	jasmine
DUP	[100,200)	0	hg19	jasmine
DUP	[200,300)	0	hg19	jasmine
DUP	[300,400)	0	hg19	jasmine
DUP	[400,600)	0	hg19	jasmine
DUP	[600,800)	0	hg19	jasmine
DUP	[800,1k)	0	hg19	jasmine
DUP	[1k,2.5k)	0	hg19	jasmine
DUP	[2.5k,5k)	0	hg19	jasmine
DUP	>=5k	0	hg19	jasmine
INV	[0,50)	0	hg19	jasmine
INV	[50,100)	0	hg19	jasmine
INV	[100,200)	0	hg19	jasmine
INV	[200,300)	0	hg19	jasmine
INV	[300,400)	0	hg19	jasmine
INV	[400,600)	0	hg19	jasmine
INV	[600,800)	0	hg19	jasmine
INV	[800,1k)	0	hg19	jasmine
INV	[1k,2.5k)	0	hg19	jasmine
INV	[2.5k,5k)	0	hg19	jasmine
INV	>=5k	0	hg19	jasmine
NON	[0,50)	0	hg19	jasmine
NON	[50,100)	0	hg19	jasmine
NON	[100,200)	0	hg19	jasmine
NON	[200,300)	0	hg19	jasmine
NON	[300,400)	0	hg19	jasmine
NON	[400,600)	0	hg19	jasmine
NON	[600,800)	0	hg19	jasmine
NON	[800,1k)	0	hg19	jasmine
NON	[1k,2.5k)	0	hg19	jasmine
NON	[2.5k,5k)	0	hg19	jasmine
NON	>=5k	0	hg19	jasmine
UNK	[0,50)	0	hg19	jasmine
UNK	[50,100)	0	hg19	jasmine
UNK	[100,200)	0	hg19	jasmine
UNK	[200,300)	0	hg19	jasmine
UNK	[300,400)	0	hg19	jasmine
UNK	[400,600)	0	hg19	jasmine
UNK	[600,800)	0	hg19	jasmine
UNK	[800,1k)	0	hg19	jasmine
UNK	[1k,2.5k)	0	hg19	jasmine
UNK	[2.5k,5k)	0	hg19	jasmine
UNK	>=5k	0	hg19	jasmine
DEL	[0,50)	0	hg19	naive
DEL	[50,100)	20050	hg19	naive
DEL	[100,200)	9702	hg19	naive
DEL	[200,300)	3360	hg19	naive
DEL	[300,400)	3870	hg19	naive
DEL	[400,600)	1829	hg19	naive
DEL	[600,800)	996	hg19	naive
DEL	[800,1k)	587	hg19	naive
DEL	[1k,2.5k)	1982	hg19	naive
DEL	[2.5k,5k)	1088	hg19	naive
DEL	>=5k	965	hg19	naive
INS	[0,50)	0	hg19	naive
INS	[50,100)	26982	hg19	naive
INS	[100,200)	12021	hg19	naive
INS	[200,300)	4550	hg19	naive
INS	[300,400)	8894	hg19	naive
INS	[400,600)	2950	hg19	naive
INS	[600,800)	1154	hg19	naive
INS	[800,1k)	870	hg19	naive
INS	[1k,2.5k)	2105	hg19	naive
INS	[2.5k,5k)	1086	hg19	naive
INS	>=5k	718	hg19	naive
DUP	[0,50)	0	hg19	naive
DUP	[50,100)	0	hg19	naive
DUP	[100,200)	0	hg19	naive
DUP	[200,300)	0	hg19	naive
DUP	[300,400)	0	hg19	naive
DUP	[400,600)	0	hg19	naive
DUP	[600,800)	0	hg19	naive
DUP	[800,1k)	0	hg19	naive
DUP	[1k,2.5k)	0	hg19	naive
DUP	[2.5k,5k)	0	hg19	naive
DUP	>=5k	0	hg19	naive
INV	[0,50)	0	hg19	naive
INV	[50,100)	0	hg19	naive
INV	[100,200)	0	hg19	naive
INV	[200,300)	0	hg19	naive
INV	[300,400)	0	hg19	naive
INV	[400,600)	0	hg19	naive
INV	[600,800)	0	hg19	naive
INV	[800,1k)	0	hg19	naive
INV	[1k,2.5k)	0	hg19	naive
INV	[2.5k,5k)	0	hg19	naive
INV	>=5k	0	hg19	naive
NON	[0,50)	0	hg19	naive
NON	[50,100)	0	hg19	naive
NON	[100,200)	0	hg19	naive
NON	[200,300)	0	hg19	naive
NON	[300,400)	0	hg19	naive
NON	[400,600)	0	hg19	naive
NON	[600,800)	0	hg19	naive
NON	[800,1k)	0	hg19	naive
NON	[1k,2.5k)	0	hg19	naive
NON	[2.5k,5k)	0	hg19	naive
NON	>=5k	0	hg19	naive
UNK	[0,50)	0	hg19	naive
UNK	[50,100)	0	hg19	naive
UNK	[100,200)	0	hg19	naive
UNK	[200,300)	0	hg19	naive
UNK	[300,400)	0	hg19	naive
UNK	[400,600)	0	hg19	naive
UNK	[600,800)	0	hg19	naive
UNK	[800,1k)	0	hg19	naive
UNK	[1k,2.5k)	0	hg19	naive
UNK	[2.5k,5k)	0	hg19	naive
UNK	>=5k	0	hg19	naive
DEL	[0,50)	0	hg19	survivor
DEL	[50,100)	11693	hg19	survivor
DEL	[100,200)	6411	hg19	survivor
DEL	[200,300)	2335	hg19	survivor
DEL	[300,400)	3322	hg19	survivor
DEL	[400,600)	1390	hg19	survivor
DEL	[600,800)	745	hg19	survivor
DEL	[800,1k)	481	hg19	survivor
DEL	[1k,2.5k)	1892	hg19	survivor
DEL	[2.5k,5k)	1124	hg19	survivor
DEL	>=5k	979	hg19	survivor
INS	[0,50)	0	hg19	survivor
INS	[50,100)	13181	hg19	survivor
INS	[100,200)	7632	hg19	survivor
INS	[200,300)	3346	hg19	survivor
INS	[300,400)	8229	hg19	survivor
INS	[400,600)	2405	hg19	survivor
INS	[600,800)	1022	hg19	survivor
INS	[800,1k)	758	hg19	survivor
INS	[1k,2.5k)	2447	hg19	survivor
INS	[2.5k,5k)	1475	hg19	survivor
INS	>=5k	978	hg19	survivor
DUP	[0,50)	0	hg19	survivor
DUP	[50,100)	0	hg19	survivor
DUP	[100,200)	0	hg19	survivor
DUP	[200,300)	0	hg19	survivor
DUP	[300,400)	0	hg19	survivor
DUP	[400,600)	0	hg19	survivor
DUP	[600,800)	0	hg19	survivor
DUP	[800,1k)	0	hg19	survivor
DUP	[1k,2.5k)	0	hg19	survivor
DUP	[2.5k,5k)	0	hg19	survivor
DUP	>=5k	0	hg19	survivor
INV	[0,50)	0	hg19	survivor
INV	[50,100)	0	hg19	survivor
INV	[100,200)	0	hg19	survivor
INV	[200,300)	0	hg19	survivor
INV	[300,400)	0	hg19	survivor
INV	[400,600)	0	hg19	survivor
INV	[600,800)	0	hg19	survivor
INV	[800,1k)	0	hg19	survivor
INV	[1k,2.5k)	0	hg19	survivor
INV	[2.5k,5k)	0	hg19	survivor
INV	>=5k	0	hg19	survivor
NON	[0,50)	0	hg19	survivor
NON	[50,100)	0	hg19	survivor
NON	[100,200)	0	hg19	survivor
NON	[200,300)	0	hg19	survivor
NON	[300,400)	0	hg19	survivor
NON	[400,600)	0	hg19	survivor
NON	[600,800)	0	hg19	survivor
NON	[800,1k)	0	hg19	survivor
NON	[1k,2.5k)	0	hg19	survivor
NON	[2.5k,5k)	0	hg19	survivor
NON	>=5k	0	hg19	survivor
UNK	[0,50)	0	hg19	survivor
UNK	[50,100)	0	hg19	survivor
UNK	[100,200)	0	hg19	survivor
UNK	[200,300)	0	hg19	survivor
UNK	[300,400)	0	hg19	survivor
UNK	[400,600)	0	hg19	survivor
UNK	[600,800)	0	hg19	survivor
UNK	[800,1k)	0	hg19	survivor
UNK	[1k,2.5k)	0	hg19	survivor
UNK	[2.5k,5k)	0	hg19	survivor
UNK	>=5k	0	hg19	survivor
DEL	[0,50)	0	hg19	truvari
DEL	[50,100)	26959	hg19	truvari
DEL	[100,200)	13947	hg19	truvari
DEL	[200,300)	5341	hg19	truvari
DEL	[300,400)	5044	hg19	truvari
DEL	[400,600)	3031	hg19	truvari
DEL	[600,800)	1563	hg19	truvari
DEL	[800,1k)	870	hg19	truvari
DEL	[1k,2.5k)	2563	hg19	truvari
DEL	[2.5k,5k)	1191	hg19	truvari
DEL	>=5k	1005	hg19	truvari
INS	[0,50)	0	hg19	truvari
INS	[50,100)	41524	hg19	truvari
INS	[100,200)	28371	hg19	truvari
INS	[200,300)	13807	hg19	truvari
INS	[300,400)	15351	hg19	truvari
INS	[400,600)	10406	hg19	truvari
INS	[600,800)	4994	hg19	truvari
INS	[800,1k)	3219	hg19	truvari
INS	[1k,2.5k)	7852	hg19	truvari
INS	[2.5k,5k)	2634	hg19	truvari
INS	>=5k	1227	hg19	truvari
DUP	[0,50)	0	hg19	truvari
DUP	[50,100)	0	hg19	truvari
DUP	[100,200)	0	hg19	truvari
DUP	[200,300)	0	hg19	truvari
DUP	[300,400)	0	hg19	truvari
DUP	[400,600)	0	hg19	truvari
DUP	[600,800)	0	hg19	truvari
DUP	[800,1k)	0	hg19	truvari
DUP	[1k,2.5k)	0	hg19	truvari
DUP	[2.5k,5k)	0	hg19	truvari
DUP	>=5k	0	hg19	truvari
INV	[0,50)	0	hg19	truvari
INV	[50,100)	0	hg19	truvari
INV	[100,200)	0	hg19	truvari
INV	[200,300)	0	hg19	truvari
INV	[300,400)	0	hg19	truvari
INV	[400,600)	0	hg19	truvari
INV	[600,800)	0	hg19	truvari
INV	[800,1k)	0	hg19	truvari
INV	[1k,2.5k)	0	hg19	truvari
INV	[2.5k,5k)	0	hg19	truvari
INV	>=5k	0	hg19	truvari
NON	[0,50)	0	hg19	truvari
NON	[50,100)	0	hg19	truvari
NON	[100,200)	0	hg19	truvari
NON	[200,300)	0	hg19	truvari
NON	[300,400)	0	hg19	truvari
NON	[400,600)	0	hg19	truvari
NON	[600,800)	0	hg19	truvari
NON	[800,1k)	0	hg19	truvari
NON	[1k,2.5k)	0	hg19	truvari
NON	[2.5k,5k)	0	hg19	truvari
NON	>=5k	0	hg19	truvari
UNK	[0,50)	0	hg19	truvari
UNK	[50,100)	0	hg19	truvari
UNK	[100,200)	0	hg19	truvari
UNK	[200,300)	0	hg19	truvari
UNK	[300,400)	0	hg19	truvari
UNK	[400,600)	0	hg19	truvari
UNK	[600,800)	0	hg19	truvari
UNK	[800,1k)	0	hg19	truvari
UNK	[1k,2.5k)	0	hg19	truvari
UNK	[2.5k,5k)	0	hg19	truvari
UNK	>=5k	0	hg19	truvari
