TP-base	TP-call	FP	FN	precision	recall	f1	base cnt	call cnt	TP-call_TP-gt	TP-call_FP-gt	TP-base_TP-gt	TP-base_FP-gt	gt_concordance	reference	pVCF merge	caller	sample
7065	7065	2638	14770	0.7281253220653406	0.32356308678726814	0.4480309467943433	21835	9703	4222	2843	4222	2843	0.8523708421797593	chm13	BCFtools	biograph	NA20509
6327	6327	2429	13926	0.7225902238465053	0.3123981632350763	0.4362094522389603	20253	8756	4118	2209	4118	2209	0.8824087245139877	grch38	SURVIVOR	manta	HG00731
8366	8366	3165	16303	0.7255225045529442	0.33913008228951314	0.46220994475138116	24669	11531	5231	3135	5231	3135	0.8522591441549128	hg19	BCFtools	biograph	HG00171
7258	7258	3603	13410	0.6682625909216463	0.3511708922005032	0.4604015350946748	20668	10861	4607	2651	4607	2651	0.8731055387158997	chm13	Naive	biograph	HG00512
7905	7905	3626	13782	0.6855433180123146	0.36450408078572416	0.4759467758444217	21687	11531	5036	2869	5036	2869	0.8676786843769766	hg19	Naive	biograph	HG00171
9211	9211	6322	14001	0.5929955578445889	0.3968206100292952	0.4754678022970706	23212	15533	5569	3642	5569	3642	0.8509390945608512	hg19	SURVIVOR	biograph	HG02587
7742	7742	3119	14862	0.7128257066568456	0.34250575119447885	0.4626923651576274	22604	10861	4799	2943	4799	2943	0.8539137173856884	chm13	BCFtools	biograph	HG00512
6765	6765	2710	15316	0.7139841688654354	0.3063719940220099	0.42876156673849664	22081	9475	4087	2678	4087	2678	0.8572062084257206	chm13	Jasmine	biograph	HG00732
6966	6966	1542	17805	0.8187588152327221	0.2812159379920068	0.4186423870909583	24771	8508	4316	2650	4316	2650	0.843238587424634	grch38	Truvari	manta	HG00732
7185	7185	2034	15180	0.779368695086235	0.32126089872568747	0.4549772036474165	22365	9219	4577	2608	4577	2608	0.8718162839248434	grch38	Naive	manta	HG00733
7048	7048	1640	18560	0.8112338858195212	0.27522649172133706	0.411010030324236	25608	8688	4459	2589	4459	2589	0.8616628830874007	grch38	Jasmine	manta	NA20847
9317	9317	3860	15438	0.707065341124687	0.3763684104221369	0.4912474955182959	24755	13177	5680	3637	5680	3637	0.8379306643769454	hg19	Truvari	biograph	HG03683
6513	6513	2584	13402	0.7159503132900956	0.32703991965854884	0.4489866262236316	19915	9097	4383	2130	4383	2130	0.8834638415476739	grch38	SURVIVOR	manta	HG00514
7135	7135	1601	17994	0.816735347985348	0.28393489593696525	0.42137900487228697	25129	8736	4452	2683	4452	2683	0.8576033637000701	grch38	BCFtools	manta	NA19650
8789	8789	3300	15905	0.727024567788899	0.35591641694338705	0.47788380501862265	24694	12089	5377	3412	5377	3412	0.8426442143588576	grch38	Truvari	biograph	NA19650
8786	8786	3467	15796	0.7170488859871051	0.3574159954438207	0.47704628749830325	24582	12253	5460	3326	5460	3326	0.8375825176417027	hg19	Jasmine	biograph	HG00096
10636	10636	4532	18672	0.7012130801687764	0.36290432646376414	0.47828042090116013	29308	15168	6082	4554	6082	4554	0.8183527641970666	grch38	Jasmine	biograph	HG02818
9163	9163	2139	20563	0.8107414616881968	0.308248671196932	0.4466705664424296	29726	11302	5344	3819	5344	3819	0.8376077703808796	grch38	BCFtools	manta	NA19238
7205	7205	1565	17715	0.8215507411630558	0.28912520064205455	0.4277233600474918	24920	8770	4624	2581	4624	2581	0.8570437196391395	grch38	Truvari	manta	HG00864
9093	9093	4029	15554	0.6929583904892547	0.36892928145413234	0.4815059969816516	24647	13122	5634	3459	5634	3459	0.8332783459804245	hg19	Jasmine	biograph	HG01114
11324	11324	4661	17938	0.7084141382546137	0.38698653543845263	0.5005414723628087	29262	15985	6513	4811	6513	4811	0.8257682797598022	grch38	Truvari	biograph	NA19238
6696	6696	2583	13913	0.7216294859359845	0.32490659420641466	0.44807280513918635	20609	9279	4294	2402	4294	2402	0.8806750298685783	grch38	SURVIVOR	manta	HG03683
9085	9085	3999	15176	0.6943595230816264	0.3744693128889988	0.4865443834515999	24261	13084	5829	3256	5829	3256	0.8446890478811228	hg19	Truvari	biograph	HG00514
7162	7162	2817	15535	0.7177071850886863	0.3155483103493854	0.4383645489043947	22697	9979	4388	2774	4388	2774	0.8539514102206087	chm13	Jasmine	biograph	HG00864
8227	8227	2427	17693	0.7721982354045429	0.3173996913580247	0.4498824301416307	25920	10654	4959	3268	4959	3268	0.8520724443904217	grch38	Naive	manta	HG03371
8254	8254	1922	21261	0.811124213836478	0.2796544130103337	0.415912927363886	29515	10176	4907	3347	4907	3347	0.8386236976011631	grch38	Jasmine	manta	NA19239
8653	8653	3428	15683	0.7162486549126728	0.3555637738330046	0.47521761814537167	24336	12081	5608	3045	5608	3045	0.8447937131630648	hg19	Jasmine	biograph	NA18534
7279	7279	3300	12890	0.6880612534265999	0.36090039169021765	0.4734616885651099	20169	10579	4781	2498	4781	2498	0.8763566423959335	grch38	SURVIVOR	manta	HG00513
6371	6371	2599	13498	0.7102564102564103	0.32065025919774526	0.44183224106245017	19869	8970	4278	2093	4278	2093	0.8838486893737247	grch38	SURVIVOR	manta	HG01596
8149	8149	3932	13321	0.6745302541180366	0.37955286446204006	0.4857679353819558	21470	12081	5399	2750	5399	2750	0.8626825377346914	hg19	Naive	biograph	NA18534
7362	7362	1687	18037	0.8135705602829042	0.2898539312571361	0.42742684626103117	25399	9049	4580	2782	4580	2782	0.8509915783754415	grch38	BCFtools	manta	HG03732
8741	8741	3340	15595	0.7235328201307839	0.3591798159105851	0.48005052585331026	24336	12081	5639	3102	5639	3102	0.8420089234641346	hg19	BCFtools	biograph	NA18534
7610	7610	1789	17779	0.8096606021917225	0.29973610618771906	0.43750718638611014	25389	9399	4721	2889	4721	2889	0.8457293035479632	grch38	BCFtools	manta	HG02492
9143	9143	3719	15836	0.7108536774996113	0.36602746306897793	0.48323247271478026	24979	12862	5594	3549	5594	3549	0.8341900907798315	grch38	Truvari	biograph	HG03732
9643	9643	4221	15337	0.6955424120023082	0.38602882305844677	0.4964988157759242	24980	13864	5905	3738	5905	3738	0.8360468733796537	grch38	Truvari	biograph	HG02492
9171	9171	3951	15476	0.6989026063100137	0.37209396681137663	0.4856363684503164	24647	13122	5672	3499	5672	3499	0.8324064987460473	hg19	BCFtools	biograph	HG01114
8583	8583	4539	13122	0.6540923639689071	0.3954388389771942	0.4928934447411491	21705	13122	5453	3130	5453	3130	0.8530816730746825	hg19	Naive	biograph	HG01114
8794	8794	1890	21045	0.8230999625608386	0.2947149703408291	0.4340251215359178	29839	10684	5118	3676	5118	3676	0.8319308619513305	grch38	BCFtools	manta	NA19240
10750	10750	4347	18617	0.7120619990726634	0.3660571389655055	0.48353724361281036	29367	15097	6100	4650	6100	4650	0.8151627906976744	grch38	Truvari	biograph	NA19240
8655	8655	3379	15735	0.719212232009307	0.3548585485854859	0.47523610806061933	24390	12034	5343	3312	5343	3312	0.8369728480647025	hg19	Truvari	biograph	HG00731
8561	8561	5348	14449	0.6155007549068948	0.37205562798783137	0.46377204149624857	23010	13909	5253	3308	5253	3308	0.8555075341665693	hg19	SURVIVOR	biograph	NA19239
9372	9372	4537	16108	0.6738083255446115	0.36781789638932494	0.47586889740790567	25480	13909	5617	3755	5617	3755	0.8425096030729834	hg19	Naive	biograph	NA19239
10057	10057	3852	18892	0.7230570134445323	0.3474040554077861	0.46931728032106024	28949	13909	5838	4219	5838	4219	0.8197275529481953	hg19	BCFtools	biograph	NA19239
7752	7752	5370	11937	0.5907636031092821	0.393722383056529	0.4725244582609491	19689	13122	5020	2732	5020	2732	0.8633900928792569	hg19	SURVIVOR	biograph	HG01114
11144	11144	4585	18009	0.7085002225189141	0.382259115699928	0.4965910610044116	29153	15729	6316	4828	6316	4828	0.8152368987796124	grch38	Truvari	biograph	HG03125
7411	7411	4670	12151	0.613442595811605	0.3788467436867396	0.4684132351546946	19562	12081	4984	2427	4984	2427	0.8722169747672379	hg19	SURVIVOR	biograph	NA18534
9007	9007	1879	20627	0.827392981811501	0.30394141864075047	0.4445705824284304	29634	10886	5190	3817	5190	3817	0.8275785500166537	grch38	BCFtools	manta	HG03125
7356	7356	1807	17761	0.8027938448106515	0.2928693713421189	0.429171528588098	25117	9163	4583	2773	4583	2773	0.8491027732463295	grch38	Jasmine	manta	HG01114
7012	7012	1984	15755	0.7794575366829702	0.307989634119559	0.4415200075559613	22767	8996	4518	2494	4518	2494	0.8715059897318882	grch38	Naive	manta	HG03009
6781	6781	1766	15507	0.7933777933777933	0.30424443646805455	0.43982487433111717	22288	8547	4352	2429	4352	2429	0.8728801061790297	grch38	Naive	manta	NA12329
9850	9850	4059	19099	0.7081745632324394	0.34025354934540053	0.4596574735171964	28949	13909	5765	4085	5765	4085	0.8226395939086294	hg19	Jasmine	biograph	NA19239
8839	8839	3207	16101	0.7337705462394156	0.35441058540497195	0.4779646352673985	24940	12046	5660	3179	5660	3179	0.8411585020929969	grch38	Truvari	biograph	NA18939
7575	7575	2800	15691	0.7301204819277108	0.32558239491102897	0.4503433310543682	23266	10375	4557	3018	4557	3018	0.8743234323432343	grch38	SURVIVOR	manta	HG02011
7856	7856	1992	17843	0.7977254264825345	0.3056928285147282	0.44200635777984076	25699	9848	4590	3266	4590	3266	0.8580702647657841	grch38	Naive	manta	NA19983
7124	7124	1743	17642	0.8034284425397541	0.28765242671404345	0.4236315523444236	24766	8867	4663	2461	4663	2461	0.859769792251544	grch38	Jasmine	manta	NA18534
7065	7065	1450	18278	0.829712272460364	0.27877520419839796	0.417331206804891	25343	8515	4596	2469	4596	2469	0.8611464968152867	grch38	BCFtools	manta	NA18939
7791	7791	4631	15129	0.6271936886169699	0.3399214659685864	0.4408918567143908	22920	12422	4695	3096	4695	3096	0.8642022846874599	chm13	SURVIVOR	biograph	NA19239
7348	7348	4370	12683	0.6270694657791432	0.36683141131246566	0.4628807206526189	20031	11718	4768	2580	4768	2580	0.875748502994012	grch38	SURVIVOR	biograph	HG00171
9113	9113	3309	18967	0.7336177749154725	0.324537037037037	0.45000246901387586	28080	12422	5263	3850	5263	3850	0.8317787775705037	chm13	Truvari	biograph	NA19239
10596	10596	4334	18705	0.7097119892833221	0.36162588307566296	0.4791209784992427	29301	14930	6125	4471	6125	4471	0.8184220460551151	grch38	Jasmine	biograph	HG03371
8572	8572	3064	19193	0.7366792712272259	0.30873401764811814	0.43511586000355323	27765	11636	4802	3770	4802	3770	0.8388940737284181	chm13	BCFtools	biograph	NA19983
7659	7659	4824	12364	0.6135544340302812	0.3825101133696249	0.4712360794930167	20023	12483	4962	2697	4962	2697	0.8678678678678678	grch38	SURVIVOR	biograph	HG00096
8076	8076	3560	17346	0.6940529391543486	0.31767760207694123	0.4358573047655028	25422	11636	4638	3438	4638	3438	0.8553739474987617	chm13	Naive	biograph	NA19983
6825	6825	2477	15622	0.7337131799612987	0.30404953891388603	0.4299348010960975	22447	9302	4135	2690	4135	2690	0.8605128205128205	chm13	BCFtools	biograph	NA12329
6491	6491	2811	14164	0.6978069232423135	0.3142580488985718	0.4333544747471376	20655	9302	4007	2484	4007	2484	0.8747496533661994	chm13	Naive	biograph	NA12329
7169	7169	2786	15882	0.7201406328478152	0.3110060301071537	0.43440586560019395	23051	9955	4200	2969	4200	2969	0.847956479285814	chm13	BCFtools	biograph	HG03009
6764	6764	3191	14304	0.67945755901557	0.3210556293905449	0.4360635657415466	21068	9955	4016	2748	4016	2748	0.8619160260201064	chm13	Naive	biograph	HG03009
8650	8650	3150	16523	0.7330508474576272	0.34362213482699716	0.46790901468639273	25173	11800	5398	3252	5398	3252	0.8378034682080925	grch38	BCFtools	biograph	HG01505
8129	8129	3671	14055	0.6888983050847458	0.3664352686620988	0.4784016007532957	22184	11800	5179	2950	5179	2950	0.8538565629228687	grch38	Naive	biograph	HG01505
6829	6829	2687	15396	0.7176334594367382	0.3072665916760405	0.43029520178948366	22225	9516	4014	2815	4014	2815	0.8542978474154341	chm13	Jasmine	biograph	HG00731
7179	7179	1577	17682	0.8198949291914116	0.2887655363822855	0.42710533361097064	24861	8756	4526	2653	4526	2653	0.8544365510516785	grch38	Truvari	manta	HG00731
8945	8945	4312	17382	0.6747378743305423	0.33976525999924034	0.45195028294260303	26327	13257	5241	3704	5241	3704	0.8461710452766908	chm13	Naive	biograph	HG03371
9531	9531	3726	19251	0.7189409368635438	0.33114446529080677	0.4534360950545922	28782	13257	5435	4096	5435	4096	0.8275102297765188	chm13	BCFtools	biograph	HG03371
7569	7569	4682	12916	0.6178271161537834	0.3694898706370515	0.4624266862170088	20485	12251	4868	2701	4868	2701	0.8645792046505483	grch38	SURVIVOR	biograph	NA20847
7238	7238	2849	14614	0.7175572519083969	0.33122826285923485	0.453238986818623	21852	10087	4547	2691	4547	2691	0.8518927880630008	chm13	Truvari	biograph	NA18534
9118	9118	3520	16837	0.7214749169172338	0.3513003274898863	0.47252092348353325	25955	12638	5647	3471	5647	3471	0.8313226584777363	grch38	Jasmine	biograph	HG03009
6222	6222	3865	11887	0.616833548131258	0.343586062179027	0.4413391970492268	18109	10087	4058	2164	4058	2164	0.8829958212793314	chm13	SURVIVOR	biograph	NA18534
8649	8649	3489	16709	0.7125556104794859	0.3410757946210269	0.4613292084489012	25358	12138	5431	3218	5431	3218	0.842409527112961	grch38	Jasmine	biograph	NA12329
7382	7382	1715	17269	0.8114763108717159	0.2994604681351669	0.4374777764608273	24651	9097	4806	2576	4806	2576	0.854240043348686	grch38	Truvari	manta	HG00514
6167	6167	3962	11539	0.6088458880442295	0.348300011295606	0.4431111909466499	17706	10129	3772	2395	3772	2395	0.8898978433598184	chm13	SURVIVOR	biograph	HG01114
8767	8767	3454	15669	0.7173717371737174	0.3587739400883942	0.47832610415473165	24436	12221	5546	3221	5546	3221	0.8411087030911372	hg19	Truvari	biograph	HG00864
6155	6155	2353	13918	0.7234367653972732	0.30663079758880085	0.43070571358594867	20073	8508	3959	2196	3959	2196	0.8722989439480098	grch38	SURVIVOR	manta	HG00732
9694	9694	3928	19513	0.7116429305535164	0.33190673468689014	0.45268392911345123	29207	13622	5556	4138	5556	4138	0.8343305137198267	grch38	Jasmine	biograph	NA19983
7193	7193	2936	14040	0.7101392042649818	0.3387651297508595	0.4587079905618264	21233	10129	4229	2964	4229	2964	0.8597247323787015	chm13	Truvari	biograph	HG01114
8820	8820	3269	16309	0.7295888824551245	0.35098889728998367	0.4739642108657101	25129	12089	5380	3440	5380	3440	0.8409297052154195	grch38	BCFtools	biograph	NA19650
8262	8262	3827	13908	0.6834312184630656	0.3726657645466847	0.48232581219533555	22170	12089	5193	3069	5193	3069	0.8627450980392157	grch38	Naive	biograph	NA19650
7463	7463	3216	14968	0.6988482067609326	0.3327091970933084	0.4508003624282694	22431	10679	4640	2823	4640	2823	0.8556880611014337	chm13	Jasmine	biograph	HG00514
9379	9379	6431	14184	0.5932321315623024	0.39803929890081907	0.4764178497955452	23563	15810	5690	3689	5690	3689	0.8503038703486513	grch38	SURVIVOR	biograph	HG02587
8145	8145	5112	15035	0.6143923964697895	0.3513805004314064	0.4470730301616489	23180	13257	4885	3260	4885	3260	0.8589318600368324	chm13	SURVIVOR	biograph	HG03371
9512	9512	3745	18848	0.7175077317643509	0.3354019746121298	0.45712088809861356	28360	13257	5433	4079	5433	4079	0.8283221194280909	chm13	Truvari	biograph	HG03371
10070	10070	4012	19445	0.7150972873171425	0.34118244960189736	0.4619583916324518	29515	14082	5888	4182	5888	4182	0.8215491559086395	grch38	Jasmine	biograph	NA19239
8616	8616	3206	15826	0.7288106919302995	0.3525079780705343	0.47518199867637323	24442	11822	5548	3068	5548	3068	0.8467966573816156	hg19	Truvari	biograph	NA18939
6833	6833	3254	13405	0.6774065629027461	0.3376321770925981	0.4506512778235779	20238	10087	4377	2456	4377	2456	0.8674081662520123	chm13	Naive	biograph	NA18534
9056	9056	5826	14434	0.6085203601666442	0.3855257556406982	0.47201084123840303	23490	14882	5509	3547	5509	3547	0.8476148409893993	grch38	SURVIVOR	biograph	HG03065
7257	7257	2830	14966	0.7194408644790324	0.3265535706250281	0.44921077065923853	22223	10087	4552	2705	4552	2705	0.8509025768223784	chm13	BCFtools	biograph	NA18534
9129	9129	5482	14803	0.624803230442817	0.38145579140899216	0.4737046934592533	23932	14611	5569	3560	5569	3560	0.8573775879066711	grch38	SURVIVOR	biograph	HG03486
10934	10934	4541	17576	0.7065589660743135	0.3835145562960365	0.4971694895987268	28510	15475	6176	4758	6176	4758	0.8166270349368941	hg19	Truvari	biograph	HG03125
6198	6198	2269	13983	0.7320184244714775	0.3071205589415787	0.43270036302708736	20181	8467	4014	2184	4014	2184	0.8806066473055825	grch38	SURVIVOR	manta	HG01505
7213	7213	2916	14368	0.712113732846283	0.3342291830777072	0.4549353516240934	21581	10129	4242	2971	4242	2971	0.8596977679190351	chm13	BCFtools	biograph	HG01114
6797	6797	3332	13142	0.6710435383552177	0.340889713626561	0.4521085539443927	19939	10129	4091	2706	4091	2706	0.8775930557598941	chm13	Naive	biograph	HG01114
9443	9443	4105	15052	0.6970032477118394	0.3855072463768116	0.4964382409378861	24495	13548	5784	3659	5784	3659	0.8373398284443503	hg19	Truvari	biograph	HG02492
8609	8609	3813	17358	0.6930445982933505	0.3315361805368352	0.4485138972101383	25967	12422	5087	3522	5087	3522	0.8464397723312812	chm13	Naive	biograph	NA19239
8950	8950	3881	15627	0.6975294209336762	0.36416161451763845	0.47850727117194186	24577	12831	5514	3436	5514	3436	0.8393296089385475	hg19	Truvari	biograph	HG03732
9142	9142	3280	19392	0.735952342617936	0.32038971052078224	0.4464303154604942	28534	12422	5279	3863	5279	3863	0.831109166484358	chm13	BCFtools	biograph	NA19239
10586	10586	4378	18310	0.7074311681368618	0.3663482834994463	0.4827177382580939	28896	14964	5990	4596	5990	4596	0.8156055167201964	hg19	Truvari	biograph	NA19240
8880	8880	3460	15981	0.7196110210696921	0.3571859539037046	0.4774065213300718	24861	12340	5476	3404	5476	3404	0.8356981981981982	grch38	Truvari	biograph	HG00731
8005	8005	5351	12297	0.5993560946391135	0.3942961284602502	0.47566700338701046	20302	13356	5168	2837	5168	2837	0.8649594003747658	grch38	SURVIVOR	biograph	HG00733
7180	7180	1576	18092	0.8200091365920512	0.2841088952200063	0.4220054073116257	25272	8756	4525	2655	4525	2655	0.8543175487465181	grch38	BCFtools	manta	HG00731
9307	9307	4061	15344	0.6962148414123279	0.3775506064662691	0.48959730660985296	24651	13368	5966	3341	5966	3341	0.842913935747287	grch38	Truvari	biograph	HG00514
11070	11070	4592	17726	0.7068062827225131	0.3844283928323378	0.49799811057627424	28796	15662	6344	4726	6344	4726	0.825925925925926	hg19	Truvari	biograph	NA19238
9320	9320	4055	15797	0.6968224299065421	0.37106342317951985	0.4842564688766497	25117	13375	5758	3562	5758	3562	0.8322961373390558	grch38	Jasmine	biograph	HG01114
8554	8554	3082	18828	0.7351323478858715	0.3123950040172376	0.4384642985288841	27382	11636	4801	3753	4801	3753	0.8397241056815525	chm13	Truvari	biograph	NA19983
7384	7384	1713	17710	0.8116961635704079	0.29425360643978643	0.4319265303734901	25094	9097	4806	2578	4806	2578	0.8541440953412784	grch38	BCFtools	manta	HG00514
7399	7399	4237	15015	0.6358714334822964	0.330106183635228	0.43459618208516887	22414	11636	4339	3060	4339	3060	0.8687660494661441	chm13	SURVIVOR	biograph	NA19983
6806	6806	2496	15284	0.7316706084712965	0.308103214124038	0.4336136595310907	22090	9302	4127	2679	4127	2679	0.8607111372318542	chm13	Truvari	biograph	NA12329
8154	8154	3977	13906	0.6721622290000824	0.3696282864913871	0.47696762305869966	22060	12131	5135	3019	5135	3019	0.8444935001226392	grch38	Naive	biograph	HG00732
7146	7146	2809	15548	0.7178302360622802	0.314884991627743	0.43774694477625653	22694	9955	4192	2954	4192	2954	0.8488664987405542	chm13	Truvari	biograph	HG03009
8679	8679	3452	16529	0.7154397823757316	0.344295461758172	0.46487586705589323	25208	12131	5290	3389	5290	3389	0.8212927756653993	grch38	BCFtools	biograph	HG00732
6290	6290	2446	13931	0.7200091575091575	0.31106275654023047	0.4344372690541147	20221	8736	4086	2204	4086	2204	0.8869634340222575	grch38	SURVIVOR	manta	NA19650
5903	5903	3399	12456	0.6345947108148785	0.3215316738384444	0.4268103105455334	18359	9302	3674	2229	3674	2229	0.8849737421650008	chm13	SURVIVOR	biograph	NA12329
6196	6196	3759	12545	0.6224008036162733	0.33061202710634435	0.43183718985224423	18741	9955	3760	2436	3760	2436	0.8733053582956747	chm13	SURVIVOR	biograph	HG03009
8867	8867	3481	15899	0.7180919987042436	0.3580311717677461	0.4778250794848305	24766	12348	5738	3129	5738	3129	0.8433517536934702	grch38	Jasmine	biograph	NA18534
8938	8938	4395	13618	0.6703667591689793	0.39625820180883137	0.4980913371785226	22556	13333	5613	3325	5613	3325	0.8562318191989259	grch38	Naive	biograph	HG03683
9575	9575	3758	16036	0.7181429535738394	0.3738627933309906	0.4917317173377157	25611	13333	5822	3753	5822	3753	0.8330026109660574	grch38	BCFtools	biograph	HG03683
8040	8040	5313	11896	0.6021118849696697	0.4032905296950241	0.4830424464537835	19936	13353	5401	2639	5401	2639	0.8781094527363185	grch38	SURVIVOR	biograph	HG00512
8455	8455	3452	16400	0.7100865037372974	0.34017300341983503	0.459985854958925	24855	11907	5293	3162	5293	3162	0.8439976345357777	hg19	Jasmine	biograph	NA12329
8880	8880	3475	16569	0.7187373532982598	0.3489331604385241	0.46979155644905307	25449	12355	5497	3383	5497	3383	0.8342342342342343	hg19	Jasmine	biograph	HG03009
8490	8490	2164	20811	0.7968837995119205	0.2897512030306133	0.4249781003629083	29301	10654	5045	3445	5045	3445	0.8396937573616019	grch38	Jasmine	manta	HG03371
8963	8963	3463	15957	0.7213101561242556	0.35967094703049757	0.4799978578696513	24920	12426	5683	3280	5683	3280	0.8402320651567555	grch38	Truvari	biograph	HG00864
8013	8013	2163	17982	0.7874410377358491	0.30825158684362375	0.44306212158911834	25995	10176	4846	3167	4846	3167	0.8532384874578809	grch38	Naive	manta	NA19239
9157	9157	2145	20105	0.8102105821978411	0.31293144692775615	0.4514840745488611	29262	11302	5347	3810	5347	3810	0.8380473954351862	grch38	Truvari	manta	NA19238
7208	7208	1562	18131	0.8218928164196123	0.28446268597813645	0.42264504969362926	25339	8770	4624	2584	4624	2584	0.8566870144284129	grch38	BCFtools	manta	HG00864
9829	9829	4319	19071	0.6947271699180096	0.3401038062283737	0.45665303846868616	28900	14148	5527	4302	5527	4302	0.8305015769661207	chm13	Jasmine	biograph	NA19238
9523	9523	3944	19202	0.707135961981139	0.3315230635335074	0.4514125900644672	28725	13467	5432	4091	5432	4091	0.8310406384542686	hg19	Jasmine	biograph	NA19983
9142	9142	3673	15674	0.7133827545844713	0.368391360412637	0.4858760064840158	24816	12815	5831	3311	5831	3311	0.8352658061693283	grch38	BCFtools	biograph	HG01596
10714	10714	5273	14587	0.6701695127290924	0.4234615232599502	0.518988568106956	25301	15987	6604	4110	6604	4110	0.8233152884076909	grch38	BCFtools	biograph	HG00513
8533	8533	4282	13307	0.6658603199375731	0.3907051282051282	0.4924541913143846	21840	12815	5573	2960	5573	2960	0.8559709363647018	grch38	Naive	biograph	HG01596
9888	9888	6099	12341	0.618502533308313	0.44482432857978316	0.517479589700649	22229	15987	6310	3578	6310	3578	0.8473907766990292	grch38	Naive	biograph	HG00513
8788	8788	1896	20579	0.8225383751403968	0.29924745462594066	0.4388404783900527	29367	10684	5119	3669	5119	3669	0.8323850705507511	grch38	Truvari	manta	NA19240
9378	9378	4024	19462	0.6997463065214147	0.3251733703190014	0.44401306756308884	28840	13402	5257	4121	5257	4121	0.8239496694391129	chm13	Jasmine	biograph	NA19240
9706	9706	3761	19019	0.7207247345362738	0.33789382071366403	0.46008722032612814	28725	13467	5489	4217	5489	4217	0.827117247063672	hg19	BCFtools	biograph	NA19983
9042	9042	4425	16227	0.6714190242815772	0.3578297518698801	0.46685254027261464	25269	13467	5257	3785	5257	3785	0.8497013934970139	hg19	Naive	biograph	NA19983
7358	7358	2842	15528	0.7213725490196078	0.3215065979201258	0.4447802696004352	22886	10200	4352	3006	4352	3006	0.8547159554226692	chm13	Jasmine	biograph	HG03732
7626	7626	3285	14979	0.6989276876546604	0.33735899137358993	0.45506623702112425	22605	10911	4524	3102	4524	3102	0.8532651455546814	chm13	Jasmine	biograph	HG02492
8515	8515	3392	16340	0.7151255563953977	0.34258700462683567	0.4632500952070073	24855	11907	5323	3192	5323	3192	0.843335290663535	hg19	BCFtools	biograph	NA12329
7670	7670	4860	12354	0.6121308858739026	0.3830403515781063	0.4712170547398169	20024	12530	5005	2665	5005	2665	0.8698826597131681	grch38	SURVIVOR	biograph	NA20509
8840	8840	5823	14135	0.602877992225329	0.38476605005440695	0.46973803071364045	22975	14663	5331	3509	5331	3509	0.8519230769230769	hg19	SURVIVOR	biograph	HG03371
8007	8007	3900	13814	0.672461577223482	0.36694010356995554	0.47479838709677424	21821	11907	5151	2856	5151	2856	0.8634944423629324	hg19	Naive	biograph	NA12329
7355	7355	1694	17624	0.8127969941429992	0.29444733576204013	0.432291054425767	24979	9049	4580	2775	4580	2775	0.8516655336505778	grch38	Truvari	manta	HG03732
8971	8971	3384	16478	0.7261027923917442	0.3525089394475225	0.47460586181356473	25449	12355	5531	3440	5531	3440	0.8326830899565266	hg19	BCFtools	biograph	HG03009
7602	7602	1797	17378	0.8088094478135972	0.3043234587670136	0.4422467203816283	24980	9399	4722	2880	4722	2880	0.8462246777163904	grch38	Truvari	manta	HG02492
8395	8395	3960	13927	0.679481991096722	0.376086372188872	0.4841825994174813	22322	12355	5315	3080	5315	3080	0.8526503871351995	hg19	Naive	biograph	HG03009
7667	7667	4688	12608	0.6205584783488466	0.37815043156596795	0.4699356420471958	20275	12355	4938	2729	4938	2729	0.8637015781922525	hg19	SURVIVOR	biograph	HG03009
9005	9005	1881	20148	0.8272092595994855	0.3088875930435976	0.4498114338519944	29153	10886	5190	3815	5190	3815	0.8276513048306496	grch38	Truvari	manta	HG03125
7294	7294	4613	12581	0.612580834803057	0.3669937106918239	0.4590019507897552	19875	11907	4736	2558	4736	2558	0.8763367151083082	hg19	SURVIVOR	biograph	NA12329
9749	9749	4914	15738	0.6648707631453318	0.38250872994075413	0.48562889165628886	25487	14663	5784	3965	5784	3965	0.8410093342906965	hg19	Naive	biograph	HG03371
10451	10451	4212	18358	0.7127463684102844	0.36276857926342465	0.48081523739418486	28809	14663	5992	4459	5992	4459	0.8168596306573533	hg19	BCFtools	biograph	HG03371
9102	9102	6066	14181	0.6000791139240507	0.3909290039943306	0.47343372083951	23283	15168	5442	3660	5442	3660	0.8539881344759394	grch38	SURVIVOR	biograph	HG02818
9758	9758	4292	20211	0.6945195729537367	0.3256031232273349	0.4433540062245848	29969	14050	5538	4220	5538	4220	0.8262963722074196	chm13	Jasmine	biograph	HG03125
8268	8268	5199	14524	0.613945199376253	0.36275886275886277	0.4560522904658154	22792	13467	4899	3369	4899	3369	0.8610304789550073	hg19	SURVIVOR	biograph	NA19983
7083	7083	2739	15981	0.7211362248014661	0.30710197710718	0.43076081007115485	23064	9822	4407	2676	4407	2676	0.85429902583651	chm13	Jasmine	biograph	NA18939
7081	7081	2082	15048	0.7727818400087307	0.31998734692033076	0.45257573820784863	22129	9163	4485	2596	4485	2596	0.8624488066657252	grch38	Naive	manta	HG01114
7058	7058	1457	17882	0.82889019377569	0.28299919807538093	0.4219399192945748	24940	8515	4597	2461	4597	2461	0.8620005667327855	grch38	Truvari	manta	NA18939
7268	7268	1728	18687	0.8079146287238773	0.2800231169331535	0.41589654087150574	25955	8996	4603	2665	4603	2665	0.8596587782058338	grch38	Jasmine	manta	HG03009
7010	7010	1537	18348	0.8201708201708202	0.2764413597286852	0.41350833210440935	25358	8547	4447	2563	4447	2563	0.863623395149786	grch38	Jasmine	manta	NA12329
