pct of sites	svtype	NumNeighbors	Overall	Reference	Alternate
1.0	TOT	.	0.5988275503786946	0.5768250050482899	0.7238460470350936
0.297040439668608	TOT	None	0.9317062573755069	0.9405299201440911	0.8978677193810111
0.7029595603313921	TOT	Any	0.4581673430745402	0.43743169799941023	0.6026586331191673
0.3728562053974243	DEL	.	0.7291645125168024	0.7192322458837369	0.7793166472952471
0.13742925108686735	DEL	None	0.954969957423103	0.9641042619026396	0.9223500522941204
0.23542695431055696	DEL	Any	0.5973517671338994	0.5902658926664914	0.6431064496851805
0.6271437946025756	INS	.	0.5213382320691055	0.4946171772575929	0.6850036344659199
0.15961118858174062	INS	None	0.9116756260428337	0.9207930713926296	0.8744051458155385
0.467532606020835	INS	Any	0.3880807552691462	0.3616042344464016	0.5801171905166422
