pct of sites	svtype	NumNeighbors	Overall	Reference	Alternate
1.0	TOT	.	0.8876151430622254	0.9418575661310313	0.5711644276118336
0.25956407656271613	TOT	None	0.9407012022408259	0.9589833284034449	0.8746948046169145
0.7404359234372838	TOT	Any	0.8690055193353261	0.9365054431322217	0.3813502520138118
0.3803486995382841	DEL	.	0.882389023960687	0.9342528057514474	0.6201203753490712
0.11795943130192126	DEL	None	0.9433527057698097	0.9602317292677403	0.8853371136385985
0.2623892682363628	DEL	Any	0.8549822581100446	0.9237574222380606	0.425413134892227
0.6196513004617159	INS	.	0.8908229917384426	0.9463619840775473	0.5343606808763662
0.1416046452607949	INS	None	0.9384924480873308	0.9579638221362111	0.8651735640189142
0.47804665520092104	INS	Any	0.8767025782126494	0.9433020235962996	0.3517013301381951
